Student_ID,Hours_Study,Sleep_Hours,Screen_Time,Attendance,Extracurricular,Stress_Level,CGPA
S2472,3.7319656666541645,,,,No,Low,6.558290016895097
S7223,7.759749098842017,7.8869343839402095,5.227987178783386,79.41485902494524,Yes,Low,7.801995300734327
S6357,2.1901043341238675,6.472729934861651,3.8599770028514917,69.78056513080494,No,Medium,9.947561822730679
S1096,4.592240554129152,,,,No,Low,6.837280157237952
S8808,7.278513033483504,7.01603996769472,6.099785772833247,70.33743400089989,No,Medium,6.838119239590945
S5792,3.7707183289872153,7.028805131448321,3.259180929893728,74.65451484904077,No,Low,7.101775202997243
S7483,3.33484124030025,7.494938181760652,6.531627627840785,90.487245414867,No,High,7.096790218547902
S5169,2.5760535454821545,10.129396151212122,3.897052177441029,68.30138893667781,No,Medium,7.916860937954928
S3392,1.0069414898198419,9.003210846775982,3.4069488496793054,89.25797043432969,Yes,Low,6.177318134303201
S3444,2.9940504588973136,5.719119553718922,9.246641026562038,93.61711456225999,Yes,High,7.323918746029268
S5884,5.264908433284601,7.899465461087553,4.183124797454681,73.00733344130057,Yes,Medium,4.482766761667893
S2608,4.6461585462320585,5.077763540696763,5.343307539937793,77.75438032327516,Yes,High,7.91999607011476
S1107,4.349155625663678,,,,No,Low,7.674630115118208
S10877,1.2783300433978417,8.221484277111665,8.360173298678932,85.31632086581888,No,Low,8.256267308749063
S2217,4.557988324447604,6.809262104687674,5.577219302596986,92.5672520184336,Yes,High,7.606412210202422
S8492,2.794751390770885,7.573196913836205,5.993204819351881,100.0,No,Medium,7.06813443747675
S1303,5.22074053086693,,,,No,Low,9.258218271873737
S10239,1.5746857347533725,7.53404870069071,5.811747851405168,81.83514460754093,Yes,High,7.499154097624124
S3474,4.607637191209752,7.526636937515102,3.953712507116947,97.0534274265177,Yes,Low,7.000914310824893
S3335,5.1504100322131325,5.02857235328782,2.9917811855877625,80.64948383887052,Yes,Medium,7.2987041908177925
S2071,4.954081654446243,4.571766142020339,9.845111149191888,68.03128914490318,Yes,Low,7.091802509589889
S2512,2.5663553587943904,,,,Yes,Low,7.944340023348565
S1169,2.492527671285021,6.230309130453575,5.170877370439819,83.49792766529629,No,Low,6.097275115261154
S2626,3.1053562086824975,5.891891912042609,7.162813088784967,92.71555913470857,Yes,Low,9.532106046456729
S7004,3.5716993785776223,,,,Yes,Medium,8.16517483486945
S6325,3.981635293229722,6.157964893714079,3.5028735598122456,97.43835901290919,Yes,Medium,6.17690922264074
S1576,4.471229116217132,,,,No,Low,7.370200878243358
S5047,9.629308888945106,6.930757084045042,5.973873114799854,53.08800243940789,No,High,7.1953750984776494
S9752,5.23816633877602,6.0847753816297825,4.232668119371877,58.65638571518329,Yes,Medium,7.604230733474704
S9140,2.739903137303318,9.115468459885967,6.533213822328421,69.70799139083273,No,Medium,6.66177307694598
S7145,3.559772537490343,6.594242043855738,4.671949115479724,92.66479161831356,Yes,High,6.922661840584021
S2650,5.1592663464271515,,,,Yes,Low,5.294861814706223
S8517,3.5053192259496866,8.04494725182662,3.1830599313972225,92.08406049334134,No,High,6.17313091892244
S2730,3.5530680352562958,5.454870917643355,5.509638436693996,72.13306341068304,Yes,High,7.269325311892828
S9600,3.2316366685860487,6.932970397839716,5.380463068513397,76.31670370086377,No,Medium,6.923199967553934
S8063,4.234248432299703,5.436737789352334,2.4225162087606438,90.60645818149278,No,Low,8.858694756927376
S6284,7.237575279321736,5.117276399192264,2.5889427907785247,89.42894235569368,Yes,Low,8.084783734189811
S10729,4.775359758065693,7.70612986232168,4.826889035298073,76.19118960733573,No,Medium,5.602360891011967
S8740,5.41882196117321,10.03331884445813,1.5666125320691302,90.08781600396799,No,Medium,7.786517003178491
S1321,5.190314050873827,,,,No,Medium,5.670442379993256
S10023,5.762117784114867,7.759545206593094,2.5934624207119072,81.50808768625022,No,Medium,5.2729904048673335
S3191,4.9243453321638855,8.609677040199063,4.913766909772495,85.1045673079125,Yes,Low,7.415603141770394
S5151,6.255560501267797,6.6289105900788465,7.758046481942582,83.85685926680497,No,High,6.757942781521933
S3973,7.9745519984616156,7.347311603220708,7.222752177978512,91.77705478131917,No,Medium,7.94480903370642
S8875,3.2915872229824235,5.748708859189326,6.674046012741863,86.88493393866003,No,Medium,5.24411587795093
S3487,3.9091775641355238,9.030177342214177,5.632871366852904,85.80091726498003,Yes,Medium,7.713658737983593
S8671,0.0,8.493675265236236,6.504265815964233,71.74359367922867,Yes,Medium,7.718541846505926
S1500,5.852355095063283,,,,No,Medium,9.210478400618817
S1937,5.416712894598707,6.4025094806775575,7.791414963735011,93.52281082922386,Yes,Low,8.018995332020916
S3625,2.277824179652859,7.643559351351323,3.6623074142624468,84.57098793654788,Yes,Medium,5.351569921879622
S5604,1.8157168131425339,3.8002233585577843,4.805298011418809,73.33019480888086,Yes,High,7.174526305618896
S7017,4.388666926676467,5.771571332539419,8.024097230578615,77.72303423639126,No,Medium,6.575005470701706
S5787,2.6986803452632326,6.372626627080253,4.695578097988791,65.17960428013416,Yes,High,7.567262067559815
S1439,3.8889046022067624,,,,Yes,Low,7.925798392114298
S8551,7.834518296852246,5.410867889376915,4.202922494019856,86.21760442123109,Yes,Low,7.1112097805146055
S1624,7.186373253278794,,,,No,Medium,8.822624134560002
S2508,4.176813772583695,8.777510475374523,7.02449181530581,73.1899032722603,Yes,Medium,6.810959995921714
S10345,3.676465437668662,7.347689143938887,7.2314132435201675,87.29826434545662,No,Medium,9.228634389315305
S9765,3.089656432092472,6.116284681773415,4.216233940758098,70.24489413699482,No,Medium,7.70461421276609
S3534,3.1652663727898314,5.94526530661628,4.021335249075589,88.18957756028058,No,Low,8.337633015198142
S9888,3.8634275844714185,6.4895954830687455,6.108091141679507,91.64973777657026,No,Low,7.019250983150145
S1655,4.118436868028977,9.181807691331636,1.7766031161256102,83.88398868550453,No,Low,8.328354334567184
S4412,7.983106604409468,,,,Yes,Medium,7.817356597125025
S8354,6.622324593207233,9.800846930771213,3.0183447002802453,88.10522088923048,No,Medium,7.497597164413621
S1518,4.198664610858452,,,,Yes,Medium,5.858303744804046
S5989,8.784219270547986,6.524157417667786,9.153593170659093,71.83518693035961,No,High,5.7864268676305635
S1346,1.1038313170053518,,,,No,Low,7.464887787784191
S6130,4.872011550445159,6.298114416500129,8.949304724443618,86.18548491585756,No,High,4.889473982456336
S3304,7.991334979567929,,,,Yes,Medium,7.16992909838577
S3138,1.5217858486921982,5.632609935120781,5.306842391007837,93.17622329309617,Yes,Low,5.856426991980042
S1315,4.042007683265518,8.373104455727406,2.5425464791088417,69.35005902678729,No,High,6.231839056000642
S10363,4.278639261459119,5.49053799161037,5.629856936888844,67.50205358659122,Yes,Low,5.615493706891284
S1673,3.257118268008417,,,,No,Low,6.610511174123203
S3996,4.515505080285501,6.882836484830816,5.711339745677248,83.61695099369682,Yes,Medium,7.648085587579428
S10638,2.7778298750465646,7.063374406640253,6.966280455589175,82.78618861861901,No,Medium,7.763851517843011
S4352,4.8566333847504755,8.363931095040542,7.591015164234918,79.82773817223656,No,Medium,6.520651504733672
S1483,4.406927271734446,,,,No,Low,6.373294188958541
S2683,4.6487185634432056,7.116905944837314,2.360542687701992,77.49715609227914,Yes,Medium,5.417769170478225
S9882,5.962299431140706,6.376824275441876,5.311140713600493,87.1138361704551,No,Medium,6.008025615142699
S10050,4.8446495948997494,5.721499482320335,5.489344068693876,91.4921014119397,No,High,8.638790757083079
S8610,4.4709115902222285,5.437853095203186,2.681906914941287,73.69790213863178,No,High,5.302373833871039
S9911,2.3593430777350655,3.4270130902950124,7.283256346853893,63.520426511535376,Yes,High,9.011211311698798
S2123,1.713990174539033,,,,No,High,9.706925341848596
S6576,2.6637139033444663,7.117116570843984,4.047217207728911,84.72239577643869,No,High,8.524879303832785
S7266,4.146673489556274,,,,Yes,Medium,8.708890228990082
S2595,1.980538590580125,8.301091739496965,7.861248793996788,72.95684851256111,No,Medium,7.469486101718709
S1761,4.244019629290723,7.650178662549221,6.144155242009886,80.4740355061146,Yes,High,5.97092464925411
S9664,3.350284147002908,5.241576254645571,2.7908467424646934,61.5598737834163,No,High,6.785694531203233
S9349,6.568209390357795,5.764975692456046,4.72288516713804,78.90924619301094,No,Medium,5.903489362557167
S8496,2.9677667162571306,6.131220788279604,5.118931854750953,89.33693901815104,Yes,Medium,7.1752817888251545
S3029,3.0167276287359055,,,,Yes,Medium,6.983128451996339
S7835,1.646710112199894,7.32518691640674,2.1888318338451205,69.5814478503382,No,Low,4.156066397340182
S4963,5.537679351937793,7.12171574777443,4.567586164433348,78.1365613785332,Yes,High,8.70265031978109
S8498,0.0,7.323494181229097,1.0,75.22948308005505,No,Low,7.354517297905716
S1259,5.5492681068586736,,,,No,Medium,7.765249183074488
S4094,2.2722340788204676,8.853225654254604,1.0,88.12594697748573,Yes,Medium,7.608732556978917
S1952,1.4969211516191119,,,,No,Medium,7.127863308754747
S10817,4.003607012712829,7.807052258731693,8.581712026891841,79.73725520072583,No,Medium,5.917641844993434
S5055,4.412723542650902,8.415552451599762,3.1616044652444333,70.53671830829707,No,Low,6.16403732365255
S8286,6.150443082363832,6.047107923162087,7.165419547085831,75.05072879433611,Yes,Low,5.92732895103757
S1311,6.19755370397438,,,,No,Low,5.801690139134649
S5693,5.053795847331587,8.449139283034482,5.987176971748385,78.44633026644497,Yes,Medium,7.466512030748213
S3128,5.430762630882488,8.759451548746398,4.5924248611664975,67.8367255417294,Yes,Low,9.355125230350337
S8207,6.9791988188952985,8.234288834175027,7.005152801149356,83.10637498939793,No,Medium,6.848981552885938
S1932,1.103972199167512,5.251038721479309,1.0,59.399805833212625,No,Medium,4.79128822550931
S1031,7.704556369017876,,,,No,Medium,7.209256478299051
S1035,1.5583127000579555,,,,No,Low,8.129245386853764
S7096,1.7133220178322786,7.0462730005802605,5.241811830172109,100.0,Yes,Medium,7.331530338785014
S7556,3.7837220192171666,9.217275903458503,3.6952041619808353,81.42933283028906,Yes,Medium,7.657211607836203
S10228,0.46388656165120556,8.075754961919934,3.177131722824235,70.23633666232551,No,Low,8.093206703869239
S7601,4.1168989614113,6.674811952468106,6.880799137892261,84.34476651184171,Yes,Medium,4.574303621942766
S9786,5.258721266857784,7.7624009821950235,5.786693032052883,82.26189659945628,No,Medium,7.003473598232088
S7128,2.367690021943912,9.152598118003167,1.0,81.87231076865294,No,High,8.209971054859825
S4378,5.011931106911731,9.0701849343781,6.037761351410671,83.7744414052043,No,High,7.681572694242719
S6382,2.1824606583840533,4.308334622366647,6.3429553428641725,75.5439028372775,Yes,Medium,7.929583881152971
S3818,4.787594596432503,5.307472993733834,9.316038021714391,94.18307469925938,Yes,Medium,7.759983946876128
S5049,4.786614100010647,,,,Yes,Medium,6.941189340713076
S9221,5.933913290689633,8.339260831478946,4.135040853507242,79.46420809703174,Yes,Medium,8.545852003840482
S7394,2.1943821460744006,7.636877644070718,3.162585047703744,100.0,Yes,Medium,7.861416436436991
S10284,4.39535113390849,6.508588710861832,2.421709979643562,70.10131307084698,Yes,Low,10.0
S4520,5.005489614981629,6.34721000170331,6.745971282685138,56.657187911166716,No,Low,9.157134739680652
S7728,1.9103273721938576,7.163177358791194,4.367331613520337,83.74901542799934,Yes,High,4.569717390678388
S6306,3.7419317697404324,7.108563273422338,5.1866198761219335,72.51601726053019,No,Medium,5.510805955866985
S1295,2.6141808094786914,6.593055155278539,3.738289922575161,83.43844227778801,No,Medium,8.433500377666599
S3724,7.92517438106159,8.031645772842653,3.980141509268516,100.0,Yes,Medium,5.793420048026897
S8767,0.5518763782639291,7.094660682238036,5.482939594270309,87.00658154592632,No,Low,7.349795594260556
S1080,3.560656224324976,,,,No,Low,6.663959114246385
S6584,6.335019645972892,4.982519997087386,4.321206369266764,72.54384442235127,No,Low,6.80618364053666
S2953,2.6924673227023606,3.0,5.058367516110826,73.27354155036441,Yes,Medium,7.535474032847777
S4393,3.8486687913483393,,,,Yes,Low,5.069613942278167
S9857,4.265195344052202,7.93740923547382,3.8455569821460385,77.20840606741282,No,Medium,8.352325290022751
S5010,4.045261705353738,6.216948565237366,4.518535676511849,82.17476514116437,Yes,Low,7.228233745879747
S7727,3.553054989526122,,,,No,Low,7.731641544634033
S2310,3.949946082509712,6.811270972677501,2.1032881640833923,85.61763489881056,Yes,Medium,7.959903789638386
S10923,6.093909068856418,6.657673698348204,4.7850305646887445,94.24764391972903,No,Medium,6.66817291220705
S9265,3.6091303069544725,6.031226517558972,6.97920908551469,87.29418546774292,No,Low,7.373105841976989
S1119,5.503866065373549,,,,No,Medium,6.629439618215906
S4889,5.6992239770324264,6.307036603043074,2.2533514404783572,96.51311760495838,Yes,Medium,9.323147127880052
S5779,0.0,6.26474902693516,5.63530416236636,71.91353859184409,No,Medium,6.83547049234579
S7843,2.2982318219222027,,,,No,Medium,7.206625079602576
S4208,5.800797176790127,7.212984175863389,4.281441930092569,82.68291167163413,Yes,Medium,7.560605561262916
S9827,4.671694529440138,6.642074457234092,5.251096782658302,72.43674612433962,Yes,Medium,6.714648378484191
S9479,1.3045815393811933,8.16237183237098,7.641984377098639,78.56113983782153,No,Medium,6.620250099855484
S5972,1.9831025349053006,8.940983819937502,8.408259259065684,85.24016211915693,No,Medium,8.621598522409291
S8581,5.334490294858484,7.642381596275294,7.1260949679656616,80.67472889439964,No,Low,8.507893283964039
S4538,3.9019413183239267,5.491666043224379,3.5357221960585234,90.52181262606362,Yes,Low,7.587680449578046
S3515,4.655759048318715,6.9116104682154225,2.796200054022574,86.8269351087064,No,Low,5.242125337473281
S8881,3.5224947958731314,7.127332362290001,5.060489655349298,95.26998808375005,No,Medium,6.252314230233751
S3189,5.177106539541439,,,,Yes,Medium,7.267530394658038
S6729,3.894989862922696,6.235650245695252,2.8985536096113584,80.1327175239136,No,Medium,6.405329998623625
S4869,5.992236429822258,8.01065325150439,4.944462539317296,69.73983045096077,No,Low,6.637657791334424
S8722,4.330480100129851,5.681295860338473,4.6396820667068726,81.1707437506134,No,Low,7.163880953819143
S2145,4.031158095162935,8.347453824533552,3.099522557709536,85.7497893868322,No,High,7.262627343972663
S2453,9.203366228360789,5.451200085685884,5.036146946847327,72.14965723287479,No,Medium,8.628054507547304
S8709,2.24476528627419,7.895190665996221,3.5596239766479116,78.24750513590108,No,Medium,8.438136349416759
S3319,1.7996915340566102,6.632038770718297,4.478702300210156,80.73792169898128,No,Low,7.006615745308616
S4350,2.9612072563477465,,,,No,Low,6.6190573337415906
S3960,2.3509716769446527,8.635708253585491,6.430956863566067,74.33853060141446,No,Low,5.391925117445397
S5518,4.696683478492254,9.002656925902937,7.74121676298021,69.45107768108996,No,Medium,7.1130778568563855
S2458,6.579505508165491,5.887235258487287,3.941774665450988,90.4460445994943,No,Medium,6.9995086607373995
S1304,3.9581968120717037,,,,No,Medium,7.9541390796702975
S10084,6.7511939286084175,5.870103682394287,5.035115675166564,95.68231732737314,No,Low,7.317091592116891
S1321,5.190314050873827,,,,No,Medium,5.670442379993256
S4397,6.978226216656579,5.913422252316746,5.96896847825948,69.38309575691969,No,Low,9.855854324830844
S6386,6.702031504974,4.677125449567912,5.962111448283587,81.97740335583298,No,High,8.992359066316103
S5768,6.058826201910652,3.4960695717978463,4.344424620751569,69.23008773813484,Yes,Medium,7.488442254109855
S9312,4.484141340575935,9.068366864502524,3.2297952825592287,89.2137879212064,No,Medium,7.110112039763591
S2543,3.0858074868274565,8.370567478513887,4.322513976457178,88.97698843494011,No,Low,6.938790559485766
S3045,6.242061334648943,,,,No,Medium,7.7223871974570955
S2355,0.0,9.133634432928734,6.178046159283843,98.64208796072725,Yes,Medium,8.372766640759796
S1621,4.942936714271991,,,,Yes,Medium,8.311606243702546
S3252,1.0976486198968822,10.552501813600657,1.0,75.22453286070464,No,Medium,6.639965542305378
S9086,0.030624117108180027,8.015332306721072,6.537943783797036,76.90920761056493,No,Low,7.039659312658521
S3684,4.670116058168235,5.659628548032984,3.8547229611515936,81.53082255223022,Yes,High,8.74244266615491
S5850,0.0,4.275600249799006,3.9257871691732333,69.47013893625554,Yes,Low,6.565770047917933
S10809,3.5901350515167842,7.435907045892688,4.071928478506369,87.05800661372035,No,Medium,4.367246604405432
S4401,5.139520714397294,5.533368398436927,3.706114360823667,78.98104373880422,Yes,Medium,7.81299146646924
S3157,3.364569806487532,8.061687421232527,7.54017229536019,75.96241944521256,No,Medium,4.995457230137102
S6356,0.7359702299471653,5.76420803406537,1.0,86.03388843264814,No,Low,7.711668528269626
S4909,2.526459728104756,8.983822694247491,4.253992549477853,80.63172861102616,No,High,7.057018993518938
S7855,7.387094266827344,8.001074654710854,6.130394411675059,79.27219918411197,No,High,6.44317547761089
S5228,4.5531630111820975,6.443953127175727,5.169011611513579,76.58619222950477,Yes,Medium,7.168305379511116
S6994,5.727056485043042,6.56300199081258,3.495580631366007,57.70971812600187,No,Low,9.127100291119216
S8001,0.44463807525959753,7.273202306516764,7.3280687944966125,84.1051972470707,Yes,High,8.197939366011276
S4745,3.636993675728666,6.105064459024826,5.024809966293172,92.5089378869179,No,High,8.679288153206938
S2022,3.951290815478034,8.144713451064485,5.59354501416847,84.03024882182739,No,Low,6.00057961742096
S7382,2.9696582018159647,5.656079494616831,3.020449984260877,76.47146528597182,No,Medium,7.0496891956565975
S8269,2.3314573138640693,7.3203948618464745,2.172337416579301,68.57301113696396,Yes,Low,7.01681407232951
S4209,4.902450638637016,8.885317047512382,1.5555428785736112,65.19670880176709,No,Low,5.547915384198616
S4071,7.405029316259212,7.684747052875969,5.201617708518746,79.0926790945286,No,Medium,7.010184671748647
S8582,3.9435642421255404,7.195813438642538,2.0193779556916844,84.36166165699484,Yes,High,7.484774887013046
S9083,5.555192123584544,7.383549307072214,1.9093929180637836,94.8347056071628,No,High,8.066460945717289
S4602,8.099624191571852,9.725189854993559,6.686300745192982,100.0,Yes,Low,9.119098224377467
S6333,6.386622011854252,4.860275265068252,7.493192628577306,80.3441584426248,No,Medium,7.751936158252006
S3254,1.4952131111737619,,,,No,Medium,6.500614805477566
S1373,5.918541652170414,6.1519750712483585,5.16959526782619,72.24095613883954,No,Low,7.687655830522715
S10356,5.320686109125363,8.352997567315139,4.302734958475387,68.97202514506331,No,Medium,6.478318366835632
S2833,4.574248330403648,4.594405787455157,3.5479917935079976,80.07641085936466,No,Medium,7.72853739134197
S9688,8.074421279436717,6.43839932800164,1.0,97.51183513012128,Yes,Medium,5.184265855364749
S3519,2.297187131479373,6.867090840477086,7.345207917486013,88.011519619609,No,High,6.998146798773771
S4608,1.3008475768969356,6.3150568214171425,4.3898489217954895,69.34253687404413,Yes,High,7.0532753270726625
S2593,5.807869682172391,,,,Yes,High,7.877244840395504
S2702,5.269442937123539,4.508193392224117,5.411921432418168,81.40078455536866,No,Medium,6.7627043392945
S7562,3.6133915471040603,5.779042306164232,7.539906977910205,86.74733983110492,No,Medium,5.79661118149166
S9446,5.33066906901775,,,,No,High,9.17485228245501
S3766,3.932774870592574,7.021572994366399,4.080603715052159,69.7083766686345,Yes,Low,6.805635520240891
S7734,5.229889278062756,7.615760187229572,4.405316909768954,72.575844925115,Yes,Medium,6.919159596714926
S3122,3.9614792405312107,7.4275521131490425,6.383683608017713,80.66381850025705,No,High,6.0181755298260375
S4473,1.8787898672067982,,,,No,Low,6.713256058278648
S6969,2.8155183103743706,8.499986507589416,7.64601853741608,74.8207420182922,No,Medium,8.712806319203551
S2087,4.477578318053027,6.935763431386722,4.459890203711376,64.9215403590868,No,Medium,4.544332545034488
S7902,4.84486994580288,6.990094134274953,3.1403045739695807,80.54141161232327,No,Medium,6.598513565029393
S8771,3.5912885467087032,7.048639906280506,5.332609656504348,69.48715643205291,Yes,High,5.7167208698115415
S3948,3.6262076836760304,9.975060399133861,1.8529135532195364,81.58183500847207,Yes,Medium,4.921048707207833
S7390,0.1162826812411879,5.8306832869609355,5.465684901473279,83.47643588121528,Yes,Medium,5.130653372426883
S7110,6.081908347595579,6.7349873609376365,4.973307070460038,78.23439728973894,Yes,High,9.124886666318893
S2107,1.8931688736526877,6.185197749435495,2.552661455878458,60.74356975441666,Yes,Medium,6.021355776938754
S7277,3.6329436556856938,6.460461001448765,4.730399775599634,61.61577845251699,No,Medium,7.938325978553761
S4880,4.603400017803471,5.268044576672908,3.3574264085596583,70.6734036075872,Yes,Medium,8.035175350628512
S6477,3.960411310958584,8.3259747407045,2.2123911082007,80.70965815594545,No,Low,7.805089648042022
S6427,3.959802496460697,6.976075409534845,3.8116154589222866,89.0836642716409,Yes,Medium,4.237631335116967
S10636,3.847521965358805,6.955068030810205,8.361571305728408,90.76291285313005,No,Medium,8.263715305886128
S10600,0.0,6.603279476847066,3.5154646184154474,77.12896480170076,Yes,High,7.217278822585105
S1713,4.798272228704142,,,,Yes,Low,6.978054161076654
S6746,3.2322505173384344,9.223666043131955,5.566610358760973,83.90837812820322,No,Low,8.9316829156545
S5718,5.445653789971024,6.625341081939425,4.688331019985998,75.39763662772933,No,Medium,6.447745116557955
S4543,1.8452478460304835,8.666717822806694,2.0106595596115415,58.54167994829115,Yes,High,7.7865587535177605
S9695,5.8114352009947305,8.523014179406495,1.6034003365790888,85.2112910411961,No,Low,5.912797416140018
S9131,5.170042664575597,6.564425512523805,3.490006963747101,77.0974555665557,No,Medium,8.919055916545139
S9452,2.22857240040062,5.848406285847082,6.519846442682615,79.47209305783443,No,High,8.797376816419803
S3826,6.4937834310694384,7.244883439438248,4.475543725532336,74.97169106181371,Yes,High,7.438967776038443
S4379,2.543455595186774,7.839033114573154,5.05616923407719,74.00672897341403,No,Medium,7.279473800731284
S6071,3.5606610952980797,7.784828516765405,4.256981548996324,100.0,No,Medium,7.100057692514121
